web-scraper-order,web-scraper-start-url,house-link,house-link-href,house-price,house-addr,house-availability,house-size,house-rooms,house-desc,house-baths
1587215504-1835,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,,"¡Visita nuestra nueva sala de ventas en Jr. Fidelli 100, Barranco! Sol 135 será un edificio que contará con 250 departamentos y 6 sótanos distribuidos en 22 pisos. Departamentos desde 41m2 de 1 y 2 dormitorios. Cuenta con áreas comunes de primera: lounge bar, salón de yoga, piscina y jacuzzi, bbq y terraza lounge y zona gourmet",
1587215407-664,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,1 a 3 dormitorios,,
1587215370-229,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,"55 
							
							m² techados",,,
1587215504-1779,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,Diciembre 2020,,,,
1587215480-1558,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,,,,3 Baños
1587215456-1182,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,"Calle Dean Valdivia 207 , 
								 San Isidro, Lima",,,,,
1587215382-271,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,Miraflores - Preventa - Benevento II,https://urbania.pe/inmueble/proyecto-miraflores-preventa-benevento-ii-lima-miraflores-san-adrian-58153219,,,,,,,
1587215382-283,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,Pueblo Libre Grand Central,https://urbania.pe/inmueble/proyecto-pueblo-libre-grand-central-lima-pueblo-libre-cyj-inmobiliaria-58359362,,,,,,,
1587215443-1105,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,,"Be 525 es nuestro nuevo proyecto con departamentos de 1, 2 y 3 dormitorios desde 45m2. Cuenta con una ubicación privilegiada en la zona más tranquila del corazón de San Isidro, a pasos del Centro Empresarial y la Zona Financiera; así como vías rápidas que te conectan con diferentes puntos de interés en la ciudad. La arquitectura integral del proyecto, los acabados y la distribución de los departamentos, lo hacen un proyecto moderno e innovador.",
1587215456-1180,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,"Calle Los Libertadores 721, 
								 San Isidro, Lima",,,,,
1587215456-1162,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,"USD 153,328",,,,,,
1587215443-1083,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,"75 a 139 
							
							m² techados",,,
1587215382-276,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,Edificio Life 1239,https://urbania.pe/inmueble/proyecto-edificio-life-1239-lince-country-club-espacios-y-estructuras-inmobiliaria-sac-persona-natural-58367933,,,,,,,
1587215468-1318,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,"Av. Gregorio Escobedo 532, 
								 Jesús María, Lima",,,,,
1587215480-1449,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,"S/ 389,504",,,,,,
1587215456-1272,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,,,2 Baños
1587215456-1245,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,3 a 4 dormitorios,,
1587215370-242,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=14,,,,,,,3 dormitorio,,
1587215443-1029,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,"Jr. Tacna 496, Barranco., 
								 Barranco, Lima",,,,,
1587215003-31,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=44,,,,,,,,,4 Baños
1587215443-985,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,Nossa ¡Entrega Inmediata!,https://urbania.pe/inmueble/proyecto-nossa-entrega-inmediata-lima-jesus-maria-grupo-tyc-8003598,,,,,,,
1587215419-751,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,"CALLE LAS PALOMAS 347, 
								 Surquillo, Lima",,,,,
1587215504-1730,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,"S/ 890,800",,,,,,
1587215456-1263,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,,"¡lanzamiento! En el encuentro de las calles Mariscal Sucre y Lord Nelson, en la zona más exclusiva del distrito de Miraflores, se encuentra Sucre 220. Un proyecto pensado para el que busca una propuesta arquitectónica, singular y elegante, así como un encuentro armonioso entre la forma y funcionalidad.",
1587215407-620,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,Inmediata,,,,
1587215480-1464,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,"Calle Montecarmelo  167, 
								 Chacarilla Del Estanque, Santiago de Surco",,,,,
1587215443-1120,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,,"En cala podrás vivir sin complicaciones, es un edificio premium con solo cuatro departamentos por piso, y por las áreas sociales que tú necesitas. Está ubicado en lo mejor de Magdalena del Mar en el límite de San Isidro, y muy cerca de Lince, Jesús María y San Miguel.",
1587215382-345,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,"177 
							
							m² techados",,,
1587215431-978,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,,,,,,,,"Proyecto Girasoles, Av. Mariscal Cáceres Ver datos – Surquillo ""Residencial Girasoles"" comprende un edificio para viviendas compuesto por 16 pisos y 2 niveles de sótanos para estacionamientos, las puertas de ingreso peatonal y vehicular, dan hacia la avenida Cáceres, a pocas cuadras de la estación Ricardo Palma, cerca a colegios y centros comerciales. Los departamentos típicos tienen un área que van desde 66 m2 hasta los 76 m2, cuenta con áreas comunes, sala de usos múltiples y parrillas para el uso de sus propietarios, gimnasio y zona de niños. El proyecto arquitectónico contempla una armoniosa volumetría, mediante planos rectos y horizontales en los pisos superiores, cada dpto. Fue diseñado con estilo minimalista para la amplicidad de espacios. Cáceres 325, Surquillo",
1587215358-177,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=15,,,,,,,,,2 Baños
1587215468-1283,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,Singulart Live & Rent,https://urbania.pe/inmueble/proyecto-singulart-live-rent-lima-miraflores-origen-inmobiliaria-empresa-8003932,,,,,,,
1587215517-1937,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,"59 a 72 
							
							m² techados",,,
1587215504-1817,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,1 a 3 dormitorios,,
1587215443-1117,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,,"¡En construcción! Paseo Parque Graña es un proyecto que consta de 10 pisos y 39 departamentos en los que se aprovecha al máximo el espacio y la vista inigualable del parque Francisco Graña, creando una composición con acabados de madera, granito y porcelanatos que hacen de este un proyecto moderno y único.",
1587215419-820,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,"Rdv es un moderno edificio de solo 17 departamentos ubicado en la Urbanización Las Magnolias, en el distrito de Santiago de Surco, conectado a las vías principales de acceso a la ciudad y próximo al Circuito de Playas de la Costa Verde. Este proyecto es el equilibrio perfecto entre elegancia, calidez y modernidad, además de disfrutar de una ubicación privilegiada, cercano a los distritos de Barranco y Miraflores, por lo que disfrutarás de un fácil acceso a parques, supermercados, restaurantes, centros de recreación, colegios, entre otros. Rdv ofrece departamentos flats y dúplex de 3 dormitorios desde 110m2 hasta 270m2 de área.",
1587215407-688,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,,,,"Exclusivo Edificio Multifamiliar ubicado en la Av. Brasil 3784 y Jr. Grau 110 - 134 cerca del Circuito de Playas. Moderna arquitectura, buenos acabados, magnífica distribución, excelente iluminación y ventilación natural. Estructura antisísmica, 23 pisos con 4 sótanos de estacionamientos y 4 ascensores, 135 departamentos en total, con áreas que van desde 50. 00 m2 hasta 82. 00 m2 distribuidos en 2 torres, 7 departamentos por piso. El edificio contará con 90 estacionamientos. Inmejorable ubicación en zona céntrica de la ciudad, muy cerca a centros comerciales, colegios, universidades, iglesias y principales vías a los distritos de Lima. Proyecto en Pre-Venta.",
1587215456-1217,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,"35 a 122 
							
							m² techados",,,
1587215431-859,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=9,Residencial Girasoles,https://urbania.pe/inmueble/proyecto-residencial-girasoles-lima-surquillo-mattings-grupo-inmobiliario-8003884,,,,,,,
1587215504-1743,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,"S/ 786,790",,,,,,
1587215443-1085,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,,1 a 3 dormitorios,,
1587215382-403,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,,,2 Baños
1587215269-145,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=22,,,,,,,,,3 Baños
1587215407-624,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,3° trimestre 2022,,,,
1587215468-1304,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 801,600",,,,,,
1587215443-1071,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,,,"40 a 127 
							
							m² techados",,,
1587215480-1511,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,,,"98 
							
							m² techados",,,
1587215492-1692,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,,,,,,,,"El Proyecto family tower esta ubicado en la cuadra 12 de la Avenida Arica en el distrito de Breña. Cuenta con departamentos de 1, 2 y 3 dormitorios, los cuales se pueden adquirir financiando la compra a través de un crédito hipotecario, o directamente de ef Grupo Inmobiliario. Este extraordinario proyecto cuenta, entre otras cosas, con las mejores areas comunes de toda la zona, ya que tiene áreas diferenciadas para cada miembro de la familia. Una excelente ubicación de muy fácil acceso desde cualquier parte de la ciudad, y un edificio seguro para Usted y su familia. Av. Arica 1263",
1587215529-2006,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,"Edificio Domingo Ponte - Dsctos de Hasta $10,000 Realizando Una Visita Virtual",https://urbania.pe/inmueble/proyecto-edificio-domingo-ponte-dsctos-de-hasta-$10-000-realizando-una-visita-virtual-lima-magdalena-vita-in-inmobiliaria-sac-57912699,,,,,,,
1587215504-1816,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,1 a 3 dormitorios,,
1587215517-1895,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,"Jr. Maria Parado de Bellido 181, 
								 Magdalena, Lima",,,,,
1587215456-1254,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,,,"En la zona mas exclusiva de Camacho, con vista al Golf Los Incas. Una nueva propuesta para un estilo de vida moderno y sofisticado. Av. Circunvalación del Golf Los Incas 294",
1587215468-1398,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,,"Torre Escobedo 21 es el nuevo lanzamiento de marte grupo inmobiliario, moderno proyecto con excelente ubicación en el distrito de Jesús María. A una cuadra y media de la clínica San Felipe, frente a la Residencial San Felipe. Edificio multifamiliar con excelente distribución de 20 pisos, con 5 sótanos de estacionamientos, con 95 departamentos de 1, 2 y 3 dorm. Tipo flat. El proyecto cuenta con exclusivas áreas sociales como una sala de usos múltiples, sala de juegos y terrazas, mini-bar y 2 ascensores. Equipado con sistema de ahorro de energía a través de lámparas led y sensores de movimiento. Frente a la Residencial San Felipe ( A una cuadra y media de la Clínica San Felipe)",
1587215517-1990,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,,,,3 Baños
1587215468-1294,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 744,770",,,,,,
1587215051-53,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=40,,,,,,,,,4 Baños
1587215358-180,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=15,,,,,,,,,2 Baños
1587215468-1298,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,"S/ 399,034",,,,,,
1587215419-746,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,"Av. San Borja Sur 187, 
								 San Borja, San Borja",,,,,
1587215504-1750,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,"AV. SAN BORJA NORTE 1345 , 
								 San Borja, Lima",,,,,
1587215504-1836,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,,"Jacarandá se convertirá en el hogar de tus sueños. Descubre una vida llena de armonía, ubicado cerca a uno de los parques más grandes de Lima, rodeado de naturaleza y de todo lo que necesitas. Es un proyecto exclusivo de 22 departamentos con 1, 2 y 3 dormitorios. Desde 51 m2. Flats y dúplex. Todos los departamentos cuentan con buena iluminación y distribución. Ideal para aquellos y aquellas que elijan vivir o invertir en calidad.",
1587215395-507,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,2 a 3 dormitorios,,
1587215480-1443,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,"S/ 342,430",,,,,,
1587215517-1942,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=2,,,,,,"72 a 88 
							
							m² techados",,,
1587215382-385,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,,,,,,,,"El Proyecto Los Aires Santa Beatriz se encuentra ubicado en Av. Petit Thouars 1463, cerca de avenidas principales como Av. Arequipa y Av. Arenales. Se trata de un moderno y exclusivo edificio multifamiliar, de arquitectura vanguardista y fachada con acabado Cara Vista; de 13 plantas y 43 departamentos; con áreas comunes como: piscina, sala de adultos, gimnasio equipado y estacionamientos para autos y bicicletas. Costado de panadería Levaggi",
1587215443-1032,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=8,,,,"Jirón Sucre 597, 
								 San Miguel, Lima",,,,,
1587215468-1337,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,Julio 2021,,,,
1587215468-1408,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=6,,,,,,,,"Haus es un proyecto con excelente ubicación, una de las pocas propiedades en Lima con fachada en piedra natural. Construcción de alta calidad con acabados de lujo, que contemplan modernos diseños y estilo de prestigiosas marcas europeas. Este proyecto cuenta con 5 pisos, 20 departamentos de 1, 2 y 3 dormitorios. Flats y dúplex desde 90m2 hasta 252m2 con excelente distribución, amplitud, luminosidad y comodidad. También cuenta con 33 estacionamientos, 10 depósitos en dos sótanos y 4 estacionamientos para visitas. Trabajamos con el banco de tu preferencia.",
1587215504-1830,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=3,,,,,,,,"Proyecto de 8 pisos mas aires, ubicado en el distrito de san borja, 15 exclusivos departamentos con acceso directo desde el ascensor, flats Y duplex desde 112. 00 M2 hasta 182. 00M2, con estacioamientos dobles en sotano Y semisotano, areas comunes en azotea.",
1587215492-1574,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=4,Our Park - Magdalena Vip,https://urbania.pe/inmueble/proyecto-our-park-magdalena-vip-magdalena-orrantia-del-mar-san-charbel-edificaciones-sac-8004432,,,,,,,
1587215480-1473,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=5,,,,"Av Defensores de Morro 1485 -1515 (Ex Av Huaylas), Chorrillos, 
								 Chorrillos, Lima",,,,,
1587215382-270,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=13,"""Icono 559""",https://urbania.pe/inmueble/proyecto-icono-559-miraflores-santa-cruz-grupo-icono-inmobiliaria-e-inversiones-sociedad-anonima-cerrada-giii-sac-empresa-8002552,,,,,,,
1587215395-486,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,Diciembre 2020,,,,
1587215395-508,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=12,,,,,,,2 a 3 dormitorios,,
1587214943-10,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=49,,,,,,,,,2 Baños
1587215419-803,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,1 a 3 dormitorios,,
1587215407-614,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,,,Inmediata,,,,
1587215456-1208,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=7,,,,,,"54 a 76 
							
							m² techados",,,
1587215407-575,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=11,,,"S/ 546,900",,,,,,
1587215529-2107,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=1,,,,,,,1 a 2 dormitorios,,
1587215419-832,https://urbania.pe/buscar/venta-de-departamentos-en-lima?page=10,,,,,,,,"Edificio Diez Canseco, exclusivo proyecto ubicado en la Calle Diez Canseco cuadra 6, a un paso del Parque Las Tradiciones de Miraflores. Excelente ubicación, zona residencial, cerca a parques, centros comerciales y fácil acceso a vías principales. Ofrece 16 departamentos entre flats y dúplex con 3 penthouse, diseñados pensando en la comodidad que estás buscando y que tu familia merece; es por eso que binda te presenta esta propuesta de departamentos con amplias áreas con 2 y 3 dormitorios desde los 120 m2 hasta 302 m2, inmejorable distribución, gran iluminación en todos los ambientes con acabados exclusivos. Nos encontramos en etapa de acabados. Diez Canseco 681, Miraflores",
